,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
Turn,0.818,0.799,1,-4.1,0,0.156,0.00107,0.128,0.057,0.0815,100.014,audio_features,67awxiNHNyjMXhVgsHuIrs,spotify:track:67awxiNHNyjMXhVgsHuIrs,https://api.spotify.com/v1/tracks/67awxiNHNyjMXhVgsHuIrs,https://api.spotify.com/v1/audio-analysis/67awxiNHNyjMXhVgsHuIrs,213733,4
Don't Give Up On Me Now - MOTi & Terry McLove Remix,0.684,0.644,1,-6.689,0,0.082,0.0304,0,0.523,0.296,126.028,audio_features,3CpBmYXcWMN0hJq4EncDW1,spotify:track:3CpBmYXcWMN0hJq4EncDW1,https://api.spotify.com/v1/tracks/3CpBmYXcWMN0hJq4EncDW1,https://api.spotify.com/v1/audio-analysis/3CpBmYXcWMN0hJq4EncDW1,158095,4
Killer,0.782,0.436,2,-7.033,1,0.155,0.331,1.3e-05,0.342,0.243,82.994,audio_features,5u6vkDnOyaf8LsteDAj2ub,spotify:track:5u6vkDnOyaf8LsteDAj2ub,https://api.spotify.com/v1/tracks/5u6vkDnOyaf8LsteDAj2ub,https://api.spotify.com/v1/audio-analysis/5u6vkDnOyaf8LsteDAj2ub,268933,4
Walls Could Talk,0.626,0.423,1,-6.035,1,0.0513,0.128,0,0.18,0.571,95.162,audio_features,5ln5yQdUywVbf8HhFsOcd6,spotify:track:5ln5yQdUywVbf8HhFsOcd6,https://api.spotify.com/v1/tracks/5ln5yQdUywVbf8HhFsOcd6,https://api.spotify.com/v1/audio-analysis/5ln5yQdUywVbf8HhFsOcd6,101790,4
Wild Wild Son,0.564,0.714,7,-4.987,1,0.129,0.0549,0,0.155,0.33,175.924,audio_features,37f4ITSlgPX81ad2EvmVQr,spotify:track:37f4ITSlgPX81ad2EvmVQr,https://api.spotify.com/v1/tracks/37f4ITSlgPX81ad2EvmVQr,https://api.spotify.com/v1/audio-analysis/37f4ITSlgPX81ad2EvmVQr,204013,4
Hard,0.505,0.293,10,-11.766,0,0.0345,0.813,0,0.0983,0.16,81.938,audio_features,3nrxsQEntBXdY5JoqA39ES,spotify:track:3nrxsQEntBXdY5JoqA39ES,https://api.spotify.com/v1/tracks/3nrxsQEntBXdY5JoqA39ES,https://api.spotify.com/v1/audio-analysis/3nrxsQEntBXdY5JoqA39ES,177947,4
Fly,0.597,0.581,1,-4.565,0,0.0366,0.59,4.38e-06,0.137,0.212,147.987,audio_features,0hTrQoqDmFnA4S1PC265e1,spotify:track:0hTrQoqDmFnA4S1PC265e1,https://api.spotify.com/v1/tracks/0hTrQoqDmFnA4S1PC265e1,https://api.spotify.com/v1/audio-analysis/0hTrQoqDmFnA4S1PC265e1,194268,4
Mistakes,0.814,0.811,4,-3.523,1,0.0597,0.183,0.000316,0.271,0.513,122.041,audio_features,4zCEJUxsW73s2sIIoM4SLC,spotify:track:4zCEJUxsW73s2sIIoM4SLC,https://api.spotify.com/v1/tracks/4zCEJUxsW73s2sIIoM4SLC,https://api.spotify.com/v1/audio-analysis/4zCEJUxsW73s2sIIoM4SLC,186490,4
Ki Kehna (feat. R3HAB),0.661,0.642,1,-7.315,0,0.0295,0.0675,4.94e-05,0.148,0.353,100.014,audio_features,3a9AXyLB5KpcouPstVfXvb,spotify:track:3a9AXyLB5KpcouPstVfXvb,https://api.spotify.com/v1/tracks/3a9AXyLB5KpcouPstVfXvb,https://api.spotify.com/v1/audio-analysis/3a9AXyLB5KpcouPstVfXvb,166800,4
Last Hurrah,0.514,0.618,11,-4.585,0,0.0317,0.175,0,0.117,0.401,84.259,audio_features,0i0wnv9UoFdZ5MfuFGQzMy,spotify:track:0i0wnv9UoFdZ5MfuFGQzMy,https://api.spotify.com/v1/tracks/0i0wnv9UoFdZ5MfuFGQzMy,https://api.spotify.com/v1/audio-analysis/0i0wnv9UoFdZ5MfuFGQzMy,150333,4
On the Inside (feat. 21 Savage),0.812,0.615,1,-6.634,0,0.368,0.121,0,0.108,0.512,163.974,audio_features,5ZHbT8BXYY7Gq9S5HURfwV,spotify:track:5ZHbT8BXYY7Gq9S5HURfwV,https://api.spotify.com/v1/tracks/5ZHbT8BXYY7Gq9S5HURfwV,https://api.spotify.com/v1/audio-analysis/5ZHbT8BXYY7Gq9S5HURfwV,186675,4
Man in the Mirror,0.808,0.812,8,-5.012,1,0.0381,0.52,7.91e-05,0.134,0.269,100.331,audio_features,1kiNatIrwDusOZfR29W0LJ,spotify:track:1kiNatIrwDusOZfR29W0LJ,https://api.spotify.com/v1/tracks/1kiNatIrwDusOZfR29W0LJ,https://api.spotify.com/v1/audio-analysis/1kiNatIrwDusOZfR29W0LJ,318680,4
Clarity,0.509,0.781,8,-3.48,1,0.072,0.0398,0,0.0749,0.176,128.0,audio_features,60wwxj6Dd9NJlirf84wr2c,spotify:track:60wwxj6Dd9NJlirf84wr2c,https://api.spotify.com/v1/tracks/60wwxj6Dd9NJlirf84wr2c,https://api.spotify.com/v1/audio-analysis/60wwxj6Dd9NJlirf84wr2c,271427,4
Shake It Off,0.647,0.8,7,-5.384,1,0.165,0.0647,0,0.334,0.942,160.078,audio_features,0cqRj7pUJDkTCEsJkx8snD,spotify:track:0cqRj7pUJDkTCEsJkx8snD,https://api.spotify.com/v1/tracks/0cqRj7pUJDkTCEsJkx8snD,https://api.spotify.com/v1/audio-analysis/0cqRj7pUJDkTCEsJkx8snD,219200,4
True Colors (feat. Maya Avedis),0.636,0.63,0,-6.396,1,0.0346,0.0796,0,0.13,0.454,104.845,audio_features,4AMY0oGSt7vZwgxDnHCJBr,spotify:track:4AMY0oGSt7vZwgxDnHCJBr,https://api.spotify.com/v1/tracks/4AMY0oGSt7vZwgxDnHCJBr,https://api.spotify.com/v1/audio-analysis/4AMY0oGSt7vZwgxDnHCJBr,184020,4
Sugar,0.548,0.816,0,-4.209,1,0.0465,0.122,0,0.335,0.557,95.39,audio_features,6UelLqGlWMcVH1E5c4H7lY,spotify:track:6UelLqGlWMcVH1E5c4H7lY,https://api.spotify.com/v1/tracks/6UelLqGlWMcVH1E5c4H7lY,https://api.spotify.com/v1/audio-analysis/6UelLqGlWMcVH1E5c4H7lY,174000,4
Friends & Unforgettable,0.709,0.447,0,-8.785,0,0.278,0.788,3.63e-05,0.112,0.115,104.796,audio_features,26fafPj8LOVGHtabqQBW0F,spotify:track:26fafPj8LOVGHtabqQBW0F,https://api.spotify.com/v1/tracks/26fafPj8LOVGHtabqQBW0F,https://api.spotify.com/v1/audio-analysis/26fafPj8LOVGHtabqQBW0F,183493,4
Strange Love,0.659,0.742,0,-4.624,1,0.0283,0.146,0,0.217,0.729,106.947,audio_features,76c4KOymiPUkWEeIIc0DQr,spotify:track:76c4KOymiPUkWEeIIc0DQr,https://api.spotify.com/v1/tracks/76c4KOymiPUkWEeIIc0DQr,https://api.spotify.com/v1/audio-analysis/76c4KOymiPUkWEeIIc0DQr,178413,4
Chittiyaan Kalaiyaan,0.793,0.887,7,-5.285,1,0.0954,0.0962,6.39e-05,0.623,0.602,100.007,audio_features,6XjJXPP3UiGtAQpYkD01c0,spotify:track:6XjJXPP3UiGtAQpYkD01c0,https://api.spotify.com/v1/tracks/6XjJXPP3UiGtAQpYkD01c0,https://api.spotify.com/v1/audio-analysis/6XjJXPP3UiGtAQpYkD01c0,246100,4
Kalla Sohna Nai,0.802,0.499,9,-5.881,1,0.0345,0.454,0,0.143,0.763,92.055,audio_features,4yurVSNjaPBKkOpbZWtuJO,spotify:track:4yurVSNjaPBKkOpbZWtuJO,https://api.spotify.com/v1/tracks/4yurVSNjaPBKkOpbZWtuJO,https://api.spotify.com/v1/audio-analysis/4yurVSNjaPBKkOpbZWtuJO,156614,4
It Could Be,0.587,0.389,2,-15.041,1,0.0313,0.657,3.73e-05,0.0917,0.351,90.761,audio_features,50kciHpxC7QyJQujF2LUiF,spotify:track:50kciHpxC7QyJQujF2LUiF,https://api.spotify.com/v1/tracks/50kciHpxC7QyJQujF2LUiF,https://api.spotify.com/v1/audio-analysis/50kciHpxC7QyJQujF2LUiF,208827,4
Wild Heart,0.617,0.906,1,-4.822,1,0.0311,0.000451,0,0.0716,0.807,119.016,audio_features,78a5CHuPIXYlPYVQIjH9nc,spotify:track:78a5CHuPIXYlPYVQIjH9nc,https://api.spotify.com/v1/tracks/78a5CHuPIXYlPYVQIjH9nc,https://api.spotify.com/v1/audio-analysis/78a5CHuPIXYlPYVQIjH9nc,191871,4
Seasons (feat. OMI),0.752,0.806,8,-3.834,1,0.124,0.185,0,0.0824,0.632,97.022,audio_features,3xmmKCqEPNloZT9myIx0Hn,spotify:track:3xmmKCqEPNloZT9myIx0Hn,https://api.spotify.com/v1/tracks/3xmmKCqEPNloZT9myIx0Hn,https://api.spotify.com/v1/audio-analysis/3xmmKCqEPNloZT9myIx0Hn,194283,4
Saturday Saturday,0.847,0.938,8,-4.615,1,0.0974,0.149,0,0.107,0.786,130.02,audio_features,7MvQQGqYE4r0ucTarmI2Gr,spotify:track:7MvQQGqYE4r0ucTarmI2Gr,https://api.spotify.com/v1/tracks/7MvQQGqYE4r0ucTarmI2Gr,https://api.spotify.com/v1/audio-analysis/7MvQQGqYE4r0ucTarmI2Gr,210799,4
3AM,0.569,0.657,0,-6.639,1,0.0425,0.108,0,0.108,0.111,73.008,audio_features,6xRNqXP3baPR9buXr8vreM,spotify:track:6xRNqXP3baPR9buXr8vreM,https://api.spotify.com/v1/tracks/6xRNqXP3baPR9buXr8vreM,https://api.spotify.com/v1/audio-analysis/6xRNqXP3baPR9buXr8vreM,200548,4
Just The Same,0.741,0.565,7,-4.637,1,0.0405,0.385,0,0.14,0.633,92.064,audio_features,3xPZKgZeIPb8vHa1UJH5Rz,spotify:track:3xPZKgZeIPb8vHa1UJH5Rz,https://api.spotify.com/v1/tracks/3xPZKgZeIPb8vHa1UJH5Rz,https://api.spotify.com/v1/audio-analysis/3xPZKgZeIPb8vHa1UJH5Rz,211871,4
Fighter,0.453,0.456,1,-7.514,1,0.0305,0.663,1.7e-05,0.0937,0.14,116.426,audio_features,4oPBOMY6EdR2qAeyG28ZcJ,spotify:track:4oPBOMY6EdR2qAeyG28ZcJ,https://api.spotify.com/v1/tracks/4oPBOMY6EdR2qAeyG28ZcJ,https://api.spotify.com/v1/audio-analysis/4oPBOMY6EdR2qAeyG28ZcJ,235403,4
This Is Our Time (Agora é a nossa hora),0.646,0.793,9,-5.865,1,0.0506,0.0622,9.18e-06,0.522,0.595,91.023,audio_features,43bhIfqX7Q8EHlC1uZwwvY,spotify:track:43bhIfqX7Q8EHlC1uZwwvY,https://api.spotify.com/v1/tracks/43bhIfqX7Q8EHlC1uZwwvY,https://api.spotify.com/v1/audio-analysis/43bhIfqX7Q8EHlC1uZwwvY,188413,4
Back Together,0.628,0.676,7,-5.911,1,0.0916,0.00957,2.65e-05,0.121,0.75,85.984,audio_features,0VwNdo84DaVYLIkbVO86ND,spotify:track:0VwNdo84DaVYLIkbVO86ND,https://api.spotify.com/v1/tracks/0VwNdo84DaVYLIkbVO86ND,https://api.spotify.com/v1/audio-analysis/0VwNdo84DaVYLIkbVO86ND,193147,4
Sorry Song,0.694,0.805,1,-3.296,0,0.283,0.332,1.96e-06,0.101,0.359,186.108,audio_features,6RnFfNQik3Cq6vrmifPMlA,spotify:track:6RnFfNQik3Cq6vrmifPMlA,https://api.spotify.com/v1/tracks/6RnFfNQik3Cq6vrmifPMlA,https://api.spotify.com/v1/audio-analysis/6RnFfNQik3Cq6vrmifPMlA,204944,4
"Jab Tak (From ""M.S.Dhoni - The Untold Story"")",0.299,0.447,3,-7.862,0,0.0383,0.858,0.000314,0.097,0.321,121.723,audio_features,6tkl6rjuXWtVOCaXSSSCz2,spotify:track:6tkl6rjuXWtVOCaXSSSCz2,https://api.spotify.com/v1/tracks/6tkl6rjuXWtVOCaXSSSCz2,https://api.spotify.com/v1/audio-analysis/6tkl6rjuXWtVOCaXSSSCz2,174039,4
Me 4 U,0.782,0.685,4,-6.237,1,0.0309,0.166,1.18e-05,0.16,0.603,118.016,audio_features,7vFoFDWqTX0mHzLfrF1Cfy,spotify:track:7vFoFDWqTX0mHzLfrF1Cfy,https://api.spotify.com/v1/tracks/7vFoFDWqTX0mHzLfrF1Cfy,https://api.spotify.com/v1/audio-analysis/7vFoFDWqTX0mHzLfrF1Cfy,180566,4
We’re The Same‬‬,0.671,0.597,2,-7.891,1,0.0333,0.094,0,0.0881,0.363,125.973,audio_features,4rJcxFOljjd2sqfgIjksTI,spotify:track:4rJcxFOljjd2sqfgIjksTI,https://api.spotify.com/v1/tracks/4rJcxFOljjd2sqfgIjksTI,https://api.spotify.com/v1/audio-analysis/4rJcxFOljjd2sqfgIjksTI,174065,4
WHO DO U LOVE? (feat. French Montana),0.79,0.648,10,-5.622,0,0.247,0.288,0,0.117,0.397,101.989,audio_features,4koDrJbYxIlcDY4gu2a4I8,spotify:track:4koDrJbYxIlcDY4gu2a4I8,https://api.spotify.com/v1/tracks/4koDrJbYxIlcDY4gu2a4I8,https://api.spotify.com/v1/audio-analysis/4koDrJbYxIlcDY4gu2a4I8,189035,4
Hidden Treasures,0.587,0.624,0,-4.657,1,0.025,0.161,0.000191,0.118,0.251,93.428,audio_features,0LbK1bodGLc9xmV1cS9jvL,spotify:track:0LbK1bodGLc9xmV1cS9jvL,https://api.spotify.com/v1/tracks/0LbK1bodGLc9xmV1cS9jvL,https://api.spotify.com/v1/audio-analysis/0LbK1bodGLc9xmV1cS9jvL,262813,4
BAD!,0.954,0.538,1,-8.394,1,0.0732,0.133,0.00135,0.0704,0.834,116.976,audio_features,0gzu5mm36VJH2Zqu8sQPTf,spotify:track:0gzu5mm36VJH2Zqu8sQPTf,https://api.spotify.com/v1/tracks/0gzu5mm36VJH2Zqu8sQPTf,https://api.spotify.com/v1/audio-analysis/0gzu5mm36VJH2Zqu8sQPTf,170769,4
Another Life,0.416,0.771,7,-3.183,0,0.054,0.178,1.57e-06,0.501,0.493,144.873,audio_features,0AOEd0Zw22aTE8LzsS4EMg,spotify:track:0AOEd0Zw22aTE8LzsS4EMg,https://api.spotify.com/v1/tracks/0AOEd0Zw22aTE8LzsS4EMg,https://api.spotify.com/v1/audio-analysis/0AOEd0Zw22aTE8LzsS4EMg,208689,4
"Dheeme Dheeme (From ""Pati Patni Aur Woh"")",0.8,0.972,10,-2.053,0,0.0405,0.15,0.00337,0.351,0.694,110.054,audio_features,7ofWUKeNCUw1P64ArIwG9b,spotify:track:7ofWUKeNCUw1P64ArIwG9b,https://api.spotify.com/v1/tracks/7ofWUKeNCUw1P64ArIwG9b,https://api.spotify.com/v1/audio-analysis/7ofWUKeNCUw1P64ArIwG9b,177383,4
Beauty Queen,0.624,0.452,11,-7.689,0,0.0357,0.533,0.000346,0.151,0.218,114.956,audio_features,6LGymG7t5PyHzZBnoHMsby,spotify:track:6LGymG7t5PyHzZBnoHMsby,https://api.spotify.com/v1/tracks/6LGymG7t5PyHzZBnoHMsby,https://api.spotify.com/v1/audio-analysis/6LGymG7t5PyHzZBnoHMsby,199187,4
17,0.872,0.391,0,-9.144,0,0.242,0.469,4.13e-06,0.297,0.437,134.021,audio_features,7m9OqQk4RVRkw9JJdeAw96,spotify:track:7m9OqQk4RVRkw9JJdeAw96,https://api.spotify.com/v1/tracks/7m9OqQk4RVRkw9JJdeAw96,https://api.spotify.com/v1/audio-analysis/7m9OqQk4RVRkw9JJdeAw96,119133,4
Firestone (feat. Conrad Sewell),0.486,0.652,11,-7.226,0,0.052,0.408,6.63e-05,0.077,0.391,113.055,audio_features,1I8tHoNBFTuoJAlh4hfVVE,spotify:track:1I8tHoNBFTuoJAlh4hfVVE,https://api.spotify.com/v1/tracks/1I8tHoNBFTuoJAlh4hfVVE,https://api.spotify.com/v1/audio-analysis/1I8tHoNBFTuoJAlh4hfVVE,273684,4
Fakira,0.618,0.707,0,-6.554,0,0.0398,0.738,0.00442,0.0876,0.711,80.078,audio_features,3gCljMiGFfcum5sOHTMfwZ,spotify:track:3gCljMiGFfcum5sOHTMfwZ,https://api.spotify.com/v1/tracks/3gCljMiGFfcum5sOHTMfwZ,https://api.spotify.com/v1/audio-analysis/3gCljMiGFfcum5sOHTMfwZ,288020,4
Chase The Summer (feat. Jeremih),0.667,0.833,0,-6.063,0,0.287,0.195,0,0.45,0.543,120.155,audio_features,5GMEETe0kCYbqo3dBsBbw9,spotify:track:5GMEETe0kCYbqo3dBsBbw9,https://api.spotify.com/v1/tracks/5GMEETe0kCYbqo3dBsBbw9,https://api.spotify.com/v1/audio-analysis/5GMEETe0kCYbqo3dBsBbw9,134077,4
Waste It On Me,0.669,0.684,7,-4.595,1,0.0585,0.252,0,0.72,0.466,96.097,audio_features,66XDf77gBcfQKi4I2vIbTj,spotify:track:66XDf77gBcfQKi4I2vIbTj,https://api.spotify.com/v1/tracks/66XDf77gBcfQKi4I2vIbTj,https://api.spotify.com/v1/audio-analysis/66XDf77gBcfQKi4I2vIbTj,192537,4
Selfish - M-22 Remix,0.744,0.96,7,-5.661,0,0.085,0.031,0.347,0.332,0.662,124.023,audio_features,3Id3L39kmlEZCgSrfOtKwQ,spotify:track:3Id3L39kmlEZCgSrfOtKwQ,https://api.spotify.com/v1/tracks/3Id3L39kmlEZCgSrfOtKwQ,https://api.spotify.com/v1/audio-analysis/3Id3L39kmlEZCgSrfOtKwQ,190260,4
Lehenga,0.667,0.744,0,-6.211,0,0.0652,0.0354,0,0.3,0.498,100.0,audio_features,30OKQzydaqQLsnu3VA6uN0,spotify:track:30OKQzydaqQLsnu3VA6uN0,https://api.spotify.com/v1/tracks/30OKQzydaqQLsnu3VA6uN0,https://api.spotify.com/v1/audio-analysis/30OKQzydaqQLsnu3VA6uN0,200300,4
I Love It,0.764,0.787,1,-3.647,0,0.0445,0.0153,0,0.0736,0.381,124.949,audio_features,6MN6oiT2d7qxYEOwXwgV34,spotify:track:6MN6oiT2d7qxYEOwXwgV34,https://api.spotify.com/v1/tracks/6MN6oiT2d7qxYEOwXwgV34,https://api.spotify.com/v1/audio-analysis/6MN6oiT2d7qxYEOwXwgV34,191226,4
Cruel (feat. ZAYN),0.603,0.879,5,-4.098,1,0.124,0.0184,0,0.156,0.318,110.125,audio_features,0B2RttXEiyXsMeQ7mMP3EI,spotify:track:0B2RttXEiyXsMeQ7mMP3EI,https://api.spotify.com/v1/tracks/0B2RttXEiyXsMeQ7mMP3EI,https://api.spotify.com/v1/audio-analysis/0B2RttXEiyXsMeQ7mMP3EI,228253,4
Alone (feat. Anjulie & Jeffrey Jey) - Club Mix,0.56,0.934,11,-2.984,1,0.0378,0.00457,3.11e-06,0.297,0.325,134.004,audio_features,4PclDQ2lYPmIuhj4G3swK1,spotify:track:4PclDQ2lYPmIuhj4G3swK1,https://api.spotify.com/v1/tracks/4PclDQ2lYPmIuhj4G3swK1,https://api.spotify.com/v1/audio-analysis/4PclDQ2lYPmIuhj4G3swK1,201045,4
Too Much To Ask,0.443,0.533,0,-6.549,1,0.0396,0.371,0,0.128,0.201,77.342,audio_features,39jXnbACjiaiTwwhsr5sY5,spotify:track:39jXnbACjiaiTwwhsr5sY5,https://api.spotify.com/v1/tracks/39jXnbACjiaiTwwhsr5sY5,https://api.spotify.com/v1/audio-analysis/39jXnbACjiaiTwwhsr5sY5,223044,4
Complicated,0.657,0.355,7,-12.044,1,0.0714,0.694,0.000427,0.123,0.0808,74.99,audio_features,0jllH0usRFD4LJkJnGK9Lf,spotify:track:0jllH0usRFD4LJkJnGK9Lf,https://api.spotify.com/v1/tracks/0jllH0usRFD4LJkJnGK9Lf,https://api.spotify.com/v1/audio-analysis/0jllH0usRFD4LJkJnGK9Lf,189000,4
Cheyenne,0.732,0.813,8,-6.528,0,0.0305,0.465,1.06e-05,0.0975,0.935,111.015,audio_features,0TnPg46VRTexYh67adoOMO,spotify:track:0TnPg46VRTexYh67adoOMO,https://api.spotify.com/v1/tracks/0TnPg46VRTexYh67adoOMO,https://api.spotify.com/v1/audio-analysis/0TnPg46VRTexYh67adoOMO,149795,1
fall for you,0.473,0.518,1,-8.1,1,0.0405,0.553,1.26e-06,0.111,0.18,96.129,audio_features,3odrUVQ9tvRpkC9II2oWzx,spotify:track:3odrUVQ9tvRpkC9II2oWzx,https://api.spotify.com/v1/tracks/3odrUVQ9tvRpkC9II2oWzx,https://api.spotify.com/v1/audio-analysis/3odrUVQ9tvRpkC9II2oWzx,240867,4
My Couch,0.71,0.459,2,-8.403,1,0.165,0.213,0.807,0.116,0.334,90.128,audio_features,2icAF1cB61yD3MPnrm9cr9,spotify:track:2icAF1cB61yD3MPnrm9cr9,https://api.spotify.com/v1/tracks/2icAF1cB61yD3MPnrm9cr9,https://api.spotify.com/v1/audio-analysis/2icAF1cB61yD3MPnrm9cr9,128181,4
San Francisco,0.673,0.886,1,-4.44,0,0.0431,0.185,0,0.0826,0.795,97.012,audio_features,4HlFJV71xXKIGcU3kRyttv,spotify:track:4HlFJV71xXKIGcU3kRyttv,https://api.spotify.com/v1/tracks/4HlFJV71xXKIGcU3kRyttv,https://api.spotify.com/v1/audio-analysis/4HlFJV71xXKIGcU3kRyttv,216773,4
We Don't Care,0.682,0.84,10,-3.465,0,0.141,0.0308,0,0.0534,0.717,90.149,audio_features,6THwtgImf1ZAR2w3iknjeS,spotify:track:6THwtgImf1ZAR2w3iknjeS,https://api.spotify.com/v1/tracks/6THwtgImf1ZAR2w3iknjeS,https://api.spotify.com/v1/audio-analysis/6THwtgImf1ZAR2w3iknjeS,207667,4
Can We Pretend (feat. Cash Cash),0.524,0.806,1,-3.447,0,0.406,0.197,0,0.101,0.45,115.172,audio_features,3O0e0LHTpza0rYVDbZfQ4r,spotify:track:3O0e0LHTpza0rYVDbZfQ4r,https://api.spotify.com/v1/tracks/3O0e0LHTpza0rYVDbZfQ4r,https://api.spotify.com/v1/audio-analysis/3O0e0LHTpza0rYVDbZfQ4r,224360,4
On Your Mind,0.759,0.73,0,-7.985,0,0.0516,0.145,3.06e-06,0.11,0.74,115.007,audio_features,7eBqSVxrzQZtK2mmgRG6lC,spotify:track:7eBqSVxrzQZtK2mmgRG6lC,https://api.spotify.com/v1/tracks/7eBqSVxrzQZtK2mmgRG6lC,https://api.spotify.com/v1/audio-analysis/7eBqSVxrzQZtK2mmgRG6lC,268434,4
"Khalifa (From ""Lekar Hum Deewana Dil"")",0.696,0.884,7,-5.133,1,0.0529,0.0209,2.24e-05,0.108,0.614,120.02,audio_features,3CqoLE1NIm6fTc4kNncAnE,spotify:track:3CqoLE1NIm6fTc4kNncAnE,https://api.spotify.com/v1/tracks/3CqoLE1NIm6fTc4kNncAnE,https://api.spotify.com/v1/audio-analysis/3CqoLE1NIm6fTc4kNncAnE,303598,4
Stuck,0.597,0.45,8,-6.658,1,0.0418,0.223,0,0.382,0.537,178.765,audio_features,4HBZA5flZLE435QTztThqH,spotify:track:4HBZA5flZLE435QTztThqH,https://api.spotify.com/v1/tracks/4HBZA5flZLE435QTztThqH,https://api.spotify.com/v1/audio-analysis/4HBZA5flZLE435QTztThqH,228482,3
LONDON LIGHTS,0.295,0.496,7,-9.478,1,0.0327,0.207,0.000396,0.858,0.224,132.062,audio_features,4QVdnpSO5JGMFOEl6ys4RQ,spotify:track:4QVdnpSO5JGMFOEl6ys4RQ,https://api.spotify.com/v1/tracks/4QVdnpSO5JGMFOEl6ys4RQ,https://api.spotify.com/v1/audio-analysis/4QVdnpSO5JGMFOEl6ys4RQ,268521,4
No Drama,0.495,0.834,4,-4.731,0,0.0967,0.00725,4e-05,0.126,0.247,150.049,audio_features,67WMyaBOp5pwWeBXLIJ0ra,spotify:track:67WMyaBOp5pwWeBXLIJ0ra,https://api.spotify.com/v1/tracks/67WMyaBOp5pwWeBXLIJ0ra,https://api.spotify.com/v1/audio-analysis/67WMyaBOp5pwWeBXLIJ0ra,276000,4
All For Love - Luca Schreiner Remix,0.655,0.718,7,-6.536,1,0.0518,0.00801,0,0.0603,0.358,125.045,audio_features,6dzyIO2KpLofsypXbLGOWw,spotify:track:6dzyIO2KpLofsypXbLGOWw,https://api.spotify.com/v1/tracks/6dzyIO2KpLofsypXbLGOWw,https://api.spotify.com/v1/audio-analysis/6dzyIO2KpLofsypXbLGOWw,178560,4
Truth or Dare,0.558,0.749,0,-5.369,0,0.0335,3.98e-05,0,0.097,0.745,136.966,audio_features,7kEtK6sglOUviCL2bfz0xD,spotify:track:7kEtK6sglOUviCL2bfz0xD,https://api.spotify.com/v1/tracks/7kEtK6sglOUviCL2bfz0xD,https://api.spotify.com/v1/audio-analysis/7kEtK6sglOUviCL2bfz0xD,182480,4
Fun,0.856,0.609,0,-7.223,1,0.0824,0.00801,8.15e-05,0.0344,0.928,114.988,audio_features,32OlwWuMpZ6b0aN2RZOeMS,spotify:track:32OlwWuMpZ6b0aN2RZOeMS,https://api.spotify.com/v1/tracks/32OlwWuMpZ6b0aN2RZOeMS,https://api.spotify.com/v1/audio-analysis/32OlwWuMpZ6b0aN2RZOeMS,269667,4
Alone (Feat. Big Sean & Stefflon Don),0.445,0.662,2,-4.802,0,0.181,0.0164,0,0.219,0.479,200.04,audio_features,3tbNT2X5tfMIVeUflYbZUZ,spotify:track:3tbNT2X5tfMIVeUflYbZUZ,https://api.spotify.com/v1/tracks/3tbNT2X5tfMIVeUflYbZUZ,https://api.spotify.com/v1/audio-analysis/3tbNT2X5tfMIVeUflYbZUZ,207458,4
Big Mistake,0.654,0.578,6,-6.897,1,0.449,0.546,0,0.112,0.233,143.867,audio_features,70yhaHLp9STtzI2Kzba6Tr,spotify:track:70yhaHLp9STtzI2Kzba6Tr,https://api.spotify.com/v1/tracks/70yhaHLp9STtzI2Kzba6Tr,https://api.spotify.com/v1/audio-analysis/70yhaHLp9STtzI2Kzba6Tr,233733,4
Afeemi - Flute Version (Instrumental),0.368,0.369,7,-10.99,1,0.0424,0.783,0.935,0.138,0.625,83.845,audio_features,0taIkfgQf1zYYZzNEjKonn,spotify:track:0taIkfgQf1zYYZzNEjKonn,https://api.spotify.com/v1/tracks/0taIkfgQf1zYYZzNEjKonn,https://api.spotify.com/v1/audio-analysis/0taIkfgQf1zYYZzNEjKonn,249599,4
Gravity,0.534,0.75,3,-4.349,1,0.03,0.484,2.57e-05,0.145,0.175,126.055,audio_features,5iflfzsLm8GwB8nXeglqbQ,spotify:track:5iflfzsLm8GwB8nXeglqbQ,https://api.spotify.com/v1/tracks/5iflfzsLm8GwB8nXeglqbQ,https://api.spotify.com/v1/audio-analysis/5iflfzsLm8GwB8nXeglqbQ,189067,4
Been There Done That (feat. Tove Styrke),0.496,0.793,5,-6.122,1,0.297,0.00954,0,0.325,0.62,191.928,audio_features,0m0hFyrAqGKaVJ7D24Jozg,spotify:track:0m0hFyrAqGKaVJ7D24Jozg,https://api.spotify.com/v1/tracks/0m0hFyrAqGKaVJ7D24Jozg,https://api.spotify.com/v1/audio-analysis/0m0hFyrAqGKaVJ7D24Jozg,197113,4
I Don't Miss You,0.838,0.316,1,-7.57,0,0.224,0.61,0.000446,0.103,0.531,148.147,audio_features,2J3SR4n0YiQYCsghgeqZcB,spotify:track:2J3SR4n0YiQYCsghgeqZcB,https://api.spotify.com/v1/tracks/2J3SR4n0YiQYCsghgeqZcB,https://api.spotify.com/v1/audio-analysis/2J3SR4n0YiQYCsghgeqZcB,128916,4
